Year,Rank,School,Median ATAR,No. eligible Yr 12 students,No. Students with an ATAR,Percentage of students with an ATAR,Longitude,Latitude,Sector,Gender,Religion
2019,40,Corpus Christi College,81.95,211,142,67.3,115.84290559999998,-32.05699614,Non-government,Co-ed,Catholic
2019,40,Duncraig Senior High School,81.95,178,85,47.75,115.767131,-31.82190527,Government,Co-ed,Secular
2019,40,Leeming Senior High School,81.95,160,75,46.88,115.8564902,-32.07467304,Government,Co-ed,Secular
2019,44,Bunbury Catholic College,81.85,170,90,52.94,115.6614239,-33.34342203,Non-government,Co-ed,Catholic
2019,44,John Septimus Roe Anglican Community School,81.85,163,93,57.06,115.85670549999999,-31.85936631,Non-government,Co-ed,Anglican
2019,46,Prendiville Catholic College,81.8,140,78,55.71,115.7396844,-31.75468355,Non-government,Co-ed,Catholic
2019,47,Australind Senior High School,81.35,159,42,26.42,115.7284365,-33.27665965,Government,Co-ed,Secular
2019,47,John Calvin Christian College,81.35,51,36,70.59,116.0066034,-32.14876453,Non-government,Co-ed,Christian
2019,47,Newman College,81.35,182,112,61.54,115.7873551,-31.9231958,Non-government,Co-ed,Catholic
2019,50,Bunbury Cathedral Grammar School,81.05,80,70,87.5,115.63864,-33.404668,Non-government,Co-ed,Christian
2019,51,Langford Islamic College,81.0,29,22,75.86,115.9371583,-32.04605574,Non-government,Co-ed,Islam
2019,52,Comet Bay College,80.9,232,43,18.53,115.7629996,-32.415805199999994,Government,Co-ed,Secular
2019,53,Holy Cross College,80.55,71,31,43.66,115.973832,-31.773096999999996,Non-government,Co-ed,Catholic
2019,54,Georgiana Molloy Anglican School,80.45,89,58,65.17,115.3815495,-33.6606425,Non-government,Co-ed,Anglican
2019,54,South Coast Baptist College,80.45,58,25,43.1,115.75750459999999,-32.31535966,Non-government,Co-ed,Christian
2019,56,Kolbe Catholic College,80.2,180,72,40.0,115.75397269999999,-32.27997384,Non-government,Co-ed,Catholic
2019,57,Frederick Irwin Anglican School,80.1,133,103,77.44,115.75308020000001,-32.50869435,Non-government,Co-ed,Anglican
2019,58,Nagle Catholic College,80.05,144,69,47.92,114.60999309999998,-28.77776964,Non-government,Co-ed,Catholic
2019,59,Ocean Reef Senior High School,79.5,147,58,39.46,115.7389749,-31.75879833,Government,Co-ed,Secular
2019,60,Canning Vale College,79.4,240,82,34.17,115.9227838,-32.08291838,Government,Co-ed,Secular
2019,60,Lesmurdie Senior High School,79.4,136,60,44.12,116.05164309999999,-32.01252075,Government,Co-ed,Secular
2019,62,Lake Joondalup Baptist College,79.3,133,90,67.67,115.7614206,-31.73747504,Non-government,Co-ed,Baptist
2019,63,Melville Senior High School,79.1,208,95,45.67,115.80546129999999,-32.04631125,Government,Co-ed,Secular
2019,64,Ashdale Secondary College,78.9,248,85,34.27,115.84149520000001,-31.81162275,Government,Co-ed,Secular
2019,65,John Forrest Secondary College,78.7,160,52,32.5,115.90088999999999,-31.90416352,Government,Co-ed,Secular
2019,66,Carey Baptist College,78.6,122,74,60.66,115.9355423,-32.11159158,Non-government,Co-ed,Christian
2019,66,Seton Catholic College,78.6,177,94,53.11,115.7933707,-32.07269529,Non-government,Co-ed,Catholic
2019,68,Emmanuel Catholic College,78.55,139,54,38.85,115.84006959999999,-32.12857818,Non-government,Co-ed,Catholic
2019,68,Esperance Senior High School,78.55,114,46,40.35,121.86825800000001,-33.86017872,Government,Co-ed,Secular
2019,68,Guildford Grammar School,78.55,153,116,75.82,115.98189199999999,-31.894036,Non-government,Co-ed,Anglican
2019,71,Geraldton Grammar School,78.15,44,31,70.45,114.621025,-28.76195313,Non-government,Co-ed,Anglican
2019,72,Margaret River Senior High School,77.65,134,56,41.79,115.07467140000001,-33.95431827,Government,Co-ed,Secular
2019,73,Eastern Goldfields College,77.4,167,45,26.95,121.47537460000001,-30.75101639,Government,Co-ed,Secular
2019,73,St Mark's Anglican Community School,77.4,155,111,71.61,115.74287279999999,-31.79848743,Non-government,Co-ed,Anglican
2019,75,Mandurah Baptist College,77.0,101,62,61.39,115.76011820000001,-32.47830702,Non-government,Co-ed,Baptist
2019,75,Mandurah Catholic College,77.0,159,64,40.25,115.73828600000002,-32.54895945,Non-government,Co-ed,Catholic
2019,77,Manjimup Senior High School,76.7,99,30,30.3,116.133228,-34.233841999999996,Government,Co-ed,Secular
2019,78,Cape Naturaliste College,76.65,100,37,37.0,115.24388909999999,-33.67693545,Government,Co-ed,Secular
2019,79,Mercy College,76.4,184,72,39.13,115.8575544,-31.84725114,Non-government,Co-ed,Catholic
2019,79,St Brigid's College,76.4,84,54,64.29,116.05206640000002,-31.99663035,Non-government,Girls,Catholic
2019,81,Baldivis Secondary College,76.3,199,34,17.09,115.828418,-32.334099,Government,Co-ed,Secular
2019,82,North Albany Senior High School,76.2,89,31,34.83,117.86686740000002,-34.99074882,Government,Co-ed,Secular
2019,83,Helena College,75.9,66,57,86.36,116.09143999999999,-31.90747,Government,Co-ed,Secular
2019,84,Bunbury Senior High School,75.85,99,38,38.38,115.63260770000001,-33.32746917,Government,Co-ed,Secular
2019,85,Governor Stirling Senior High School,75.8,119,30,25.21,115.98880559999999,-31.88893826,Government,Co-ed,Secular
2019,86,Great Southern Grammar,75.7,83,50,60.24,117.9707332,-34.94755539,Non-government,Co-ed,Christian
2019,87,Mazenod College,75.6,109,50,45.87,116.0388409,-32.006679,Non-government,Boys,Catholic
2019,88,Lumen Christi College,75.15,119,51,42.86,116.0120135,-32.06737479,Non-government,Co-ed,Catholic
2019,88,Morley Senior High School,75.15,155,83,53.55,115.8836692,-31.873716899999998,Government,Co-ed,Secular
2019,90,Belmont City College,74.9,122,30,24.59,115.9344344,-31.95889136,Government,Co-ed,Secular
2019,90,Mater Dei College,74.9,125,71,56.8,115.7765193,-31.76466034,Non-government,Co-ed,Catholic
2019,92,Woodvale Secondary College,74.8,184,90,48.91,115.7994712,-31.79154969,Government,Co-ed,Secular
2019,93,John Paul College,74.5,55,37,67.27,121.47871540000001,-30.76410096,Non-government,Co-ed,Catholic
2019,94,Greenwood College,74.1,118,47,39.83,115.7914439,-31.82628484,Government,Co-ed,Secular
2019,95,La Salle College,73.95,211,84,39.81,116.004411,-31.87856979,Non-government,Co-ed,Catholic
2019,96,Mindarie Senior College,73.45,353,107,30.31,115.7060496,-31.6769792,Non-government,Co-ed,Catholic
2019,97,Denmark Senior High School,73.4,49,29,59.18,117.3645842,-34.95741408,Government,Co-ed,Secular
2019,98,Quinns Baptist College,73.15,65,25,38.46,115.71019640000002,-31.67618587,Non-government,Co-ed,Baptist
2019,99,Albany Senior High School,73.1,130,64,49.23,117.8917733,-35.02044765,Government,Co-ed,Secular
2019,100,Kingsway Christian College,72.6,96,81,84.38,115.8374044,-31.81156717,Non-government,Co-ed,Christian
2019,101,Peter Carnley Anglican Community School,72.55,50,24,48.0,115.8149145,-32.25710348,Non-government,Co-ed,Anglican
2019,102,Ellenbrook Christian College,72.5,50,24,48.0,115.95917800000001,-31.786783000000003,Non-government,Co-ed,Christian
2019,103,Swan Christian College,72.35,166,62,37.35,116.01175330000001,-31.85830659,Non-government,Co-ed,Christian
2019,104,Narrogin Senior High School,72.25,72,33,45.83,117.1914239,-32.93810289,Government,Co-ed,Secular
2019,105,Living Waters Lutheran College,72.2,71,27,38.03,115.7544169,-32.34307717,Non-government,Co-ed,Lutheran
2019,106,Como Secondary College,72.1,96,57,59.38,115.8711551,-32.00366439,Government,Co-ed,Secular
2019,107,Kalamunda Senior High School,72.05,140,55,39.29,116.0561861,-31.97788079,Government,Co-ed,Secular
2019,108,Tranby College,71.95,78,40,51.28,115.8002428,-32.340570299999996,Non-government,Co-ed,Uniting
2019,109,Sevenoaks Senior College,71.8,174,43,24.71,115.94230520000002,-32.01247925,Government,Co-ed,Secular
2019,110,Karratha Senior High School,71.35,134,30,22.39,116.8241249,-20.74695822,Government,Co-ed,Secular
2019,111,Irene McCormack Catholic College,71.25,115,63,54.78,115.70944899999999,-31.65406275,Non-government,Co-ed,Catholic
2019,112,Ellenbrook Secondary College,71.2,185,43,23.24,115.9642807,-31.78554916,Government,Co-ed,Secular
2019,113,Kent Street Senior High School,70.95,103,47,45.63,115.8926602,-31.98570399,Government,Co-ed,Secular
2019,114,Atwell College,70.85,170,37,21.76,115.86414620000001,-32.14395682,Government,Co-ed,Secular
2019,115,Manea Senior College,70.45,291,107,36.77,115.65679750000001,-33.36775659,Government,Co-ed,Secular
2019,115,St Joseph's College,70.45,39,26,66.67,117.902192,-34.997944,Non-government,Co-ed,Catholic
2019,117,Eastern Hills Senior High School,69.75,118,39,33.05,116.2200892,-31.87396818,Government,Co-ed,Secular
2019,118,Balcatta Senior High School,69.6,85,24,28.24,115.8122429,-31.87551716,Government,Co-ed,Secular
2019,119,Southern River College,69.55,103,23,22.33,115.979918,-32.08559751,Government,Co-ed,Secular
2019,120,Kearnan College,69.25,37,24,64.86,116.1416408,-34.24140477,Non-government,Co-ed,Catholic
2019,121,Aranmore Catholic College,68.1,84,41,48.81,115.8431695,-31.92706854,Non-government,Co-ed,Catholic
2019,121,OneSchool Global WA,68.1,37,24,64.86,115.90171969999999,-32.05654231,Non-government,Co-ed,Brethren Christian
2019,123,Butler College,67.75,182,33,18.13,115.70870079999999,-31.65166367,Government,Co-ed,Secular
2019,124,Thornlie Senior High School,67.3,124,39,31.45,115.95964099999999,-32.06627622,Government,Co-ed,Secular
2019,125,Ballajura Community College,67.0,212,68,32.08,115.8934345,-31.84474671,Government,Co-ed,Secular
2019,126,Belridge Secondary College,66.4,132,44,33.33,115.76317590000001,-31.77038385,Government,Co-ed,Secular
2019,127,Geraldton Senior High School,66.25,201,37,18.41,114.61170919999999,-28.78068474,Government,Co-ed,Secular
2019,128,Kelmscott Senior High School,65.95,185,62,33.51,116.0110534,-32.12147619,Government,Co-ed,Secular
2019,129,Broome Senior High School,65.25,96,42,43.75,122.23232639999999,-17.95614273,Government,Co-ed,Secular
2019,130,Wanneroo Secondary College,64.4,134,35,26.12,115.81513329999999,-31.7578766,Government,Co-ed,Secular
2019,131,Fremantle College,63.9,97,26,26.8,115.76798000000001,-32.06791,Government,Co-ed,Secular
2019,132,Northam Senior High School,63.65,93,26,27.96,116.66764909999999,-31.64725593,Government,Co-ed,Secular
2019,133,Dalyellup College,63.55,76,22,28.95,115.62576729999999,-33.40385496,Government,Co-ed,Secular
2019,134,Bullsbrook College,62.85,88,20,22.73,116.033179,-31.66171848,Government,Co-ed,Secular
2019,135,Darling Range Sports College,61.95,100,21,21.0,116.01085970000001,-31.97566063,Government,Co-ed,Secular
2019,136,Hampton Senior High School,61.9,110,29,26.36,115.92693,-31.89085713,Government,Co-ed,Secular
2019,137,Halls Head College,61.2,167,29,17.37,115.69424040000001,-32.55444963,Government,Co-ed,Secular
2019,138,Warwick Senior High School,60.8,77,24,31.17,115.8154291,-31.83867535,Government,Co-ed,Secular
2019,139,Byford Secondary College,60.0,134,45,33.58,116.00187930000001,-32.22343162,Government,Co-ed,Secular
2019,140,Hedland Senior High School,55.95,80,21,26.25,118.59861599999999,-20.39878872,Government,Co-ed,Secular
2019,141,Merredin College,55.2,54,23,42.59,118.2849815,-31.48808967,Government,Co-ed,Secular
2019,142,Joseph Banks Secondary College,41.85,171,68,39.77,115.79659109999999,-31.69867412,Government,Co-ed,Secular
2020,1,Perth Modern School,97.55,242,242,100.0,115.83639579999999,-31.94506602,Government,Co-ed,Secular
2020,2,St Hilda's Anglican School for Girls,92.7,147,134,91.16,115.767812,-32.005047,Non-government,Girls,Anglican
2020,3,Christ Church Grammar School,92.5,190,175,92.11,115.7769868,-31.98546117,Non-government,Boys,Anglican
2020,4,Penrhos College,90.65,135,116,85.93,115.87253940000001,-31.99743072,Non-government,Girls,Uniting
2020,5,Methodist Ladies' College,90.55,126,112,88.89,115.77554029999999,-31.98701169,Non-government,Girls,Methodist
2020,6,Hale School,90.35,194,169,87.11,115.7837828,-31.91232249,Non-government,Boys,Anglican
2020,7,St Mary's Anglican Girls' School,90.3,153,128,83.66,115.766244,-31.87697112,Non-government,Girls,Anglican
2020,8,John XXIII College,89.5,168,132,78.57,115.78479879999999,-31.9599189,Non-government,Co-ed,Catholic
2020,9,Perth College,89.4,129,116,89.92,115.87548090000001,-31.93117853,Non-government,Girls,Catholic
2020,10,Santa Maria College,89.35,176,120,68.18,115.795823,-32.018614,Non-government,Girls,Catholic
2020,11,Presbyterian Ladies' College,89.2,109,97,88.99,115.76490600000001,-31.993592,Non-government,Girls,Uniting
2020,12,Kennedy Baptist College,88.95,167,84,50.3,115.829647,-32.073356,Non-government,Co-ed,Baptist
2020,13,Carmel School,88.85,33,32,96.97,115.86207490000001,-31.89910743,Non-government,Co-ed,Jewish
2020,14,Shenton College,88.6,343,246,71.72,115.803008,-31.95969986,Government,Co-ed,Secular
2020,15,Mercedes College,88.55,139,101,72.66,115.8670832,-31.95623304,Non-government,Girls,Catholic
2020,16,Rossmoyne Senior High School,88.4,368,274,74.46,115.8705457,-32.04626472,Government,Co-ed,Secular
2020,17,Iona Presentation College,87.8,134,91,67.91,115.76773490000002,-32.00852636,Non-government,Girls,Catholic
2020,18,Willetton Senior High School,87.75,393,277,70.48,115.8792246,-32.06131317,Government,Co-ed,Secular
2020,19,Sacred Heart College,87.6,229,147,64.19,115.74656999999999,-31.82737166,Non-government,Co-ed,Catholic
2020,20,Mount Lawley Senior High School,86.45,234,152,64.96,115.8697493,-31.92122258,Government,Co-ed,Secular
2020,21,All Saints' College,86.35,146,120,82.19,115.867023,-32.04946998,Non-government,Co-ed,Anglican
2020,22,Churchlands Senior High School,85.9,415,263,63.37,115.7899902,-31.91728978,Government,Co-ed,Secular
2020,23,Aquinas College,85.85,174,108,62.07,115.86175379999999,-32.02617519,Non-government,Boys,Catholic
2020,24,Scotch College,85.35,175,130,74.29,115.7731945,-31.98113329,Non-government,Boys,Christian
2020,25,John Curtin College of the Arts,85.25,224,146,65.18,115.75622379999999,-32.04863279,Government,Co-ed,Secular
2020,25,Mazenod College,85.25,122,61,50.0,116.0388409,-32.006679,Non-government,Boys,Catholic
2020,27,Our Lady of Mercy College,85.2,54,25,46.3,115.74006399999999,-33.270941,Non-government,Co-ed,Catholic
2020,28,Corpus Christi College,84.95,228,140,61.4,115.84290559999998,-32.05699614,Non-government,Co-ed,Catholic
2020,29,Bunbury Cathedral Grammar School,84.8,75,61,81.33,115.63864,-33.404668,Non-government,Co-ed,Christian
2020,29,Chisholm Catholic College,84.8,234,126,53.85,115.90056470000002,-31.91151257,Non-government,Co-ed,Catholic
2020,31,St Stephen's School - Carramar,84.75,194,107,55.15,115.78828,-31.71704,Non-government,Co-ed,Christian
2020,32,Duncraig Senior High School,84.5,190,95,50.0,115.767131,-31.82190527,Government,Co-ed,Secular
2020,32,Mandurah Catholic College,84.5,199,83,41.71,115.73828600000002,-32.54895945,Non-government,Co-ed,Catholic
2020,34,Applecross Senior High School,84.3,234,145,61.97,115.83509,-32.029376,Government,Co-ed,Secular
2020,35,Comet Bay College,84.0,245,52,21.22,115.7629996,-32.415805199999994,Government,Co-ed,Secular
2020,35,John Septimus Roe Anglican Community School,84.0,167,84,50.3,115.85670549999999,-31.85936631,Non-government,Co-ed,Anglican
2020,37,Wesley College,83.9,144,119,82.64,115.86593400000001,-31.97995555,Non-government,Boys,Christian
2020,38,Providence Christian College,83.85,57,35,61.4,115.93669409999998,-32.09974606,Non-government,Co-ed,Christian
2020,39,Butler College,83.7,170,36,21.18,115.70870079999999,-31.65166367,Government,Co-ed,Secular
2020,40,John Wollaston Anglican Community School,83.3,75,29,38.67,116.007834,-32.104726,Non-government,Co-ed,Anglican
2020,41,Ursula Frayne Catholic College,83.15,115,82,71.3,115.8990335,-31.97297817,Non-government,Co-ed,Catholic
2020,42,St Norbert College,83.0,136,43,31.62,115.94034429999999,-32.00436432,Non-government,Co-ed,Catholic
2020,43,Trinity College,82.85,136,90,66.18,115.88257659999998,-31.96013472,Non-government,Boys,Catholic
2020,44,Newman College,82.7,171,112,65.5,115.7873551,-31.9231958,Non-government,Co-ed,Catholic
2020,45,Georgiana Molloy Anglican School,82.6,62,39,62.9,115.3815495,-33.6606425,Non-government,Co-ed,Anglican
2020,46,Mercy College,82.5,166,57,34.34,115.8575544,-31.84725114,Non-government,Co-ed,Catholic
2020,47,Carine Senior High School,82.35,197,85,43.15,115.775848,-31.85299735,Government,Co-ed,Secular
2020,47,Margaret River Senior High School,82.35,116,46,39.66,115.07467140000001,-33.95431827,Government,Co-ed,Secular
2020,49,Christian Brothers' College,82.2,112,66,58.93,115.7533646,-32.05178739,Non-government,Boys,Catholic
2020,50,Kingsway Christian College,81.65,102,77,75.49,115.8374044,-31.81156717,Non-government,Co-ed,Christian
2020,51,Living Waters Lutheran College,81.5,57,21,36.84,115.7544169,-32.34307717,Non-government,Co-ed,Lutheran
2020,52,Guildford Grammar School,81.35,107,81,75.7,115.98189199999999,-31.894036,Non-government,Co-ed,Anglican
2020,53,La Salle College,81.25,208,59,28.37,116.004411,-31.87856979,Non-government,Co-ed,Catholic
2020,53,Swan Valley Anglican Community School,81.25,82,41,50.0,115.98545159999998,-31.79434482,Non-government,Co-ed,Anglican
2020,55,Peter Moyes Anglican Community School,81.05,90,57,63.33,115.7075982,-31.67541576,Non-government,Co-ed,Anglican
2020,56,John Calvin Christian College,80.95,46,31,67.39,116.0066034,-32.14876453,Non-government,Co-ed,Christian
2020,57,Belmont City College,80.85,97,26,26.8,115.9344344,-31.95889136,Government,Co-ed,Secular
2020,58,Emmanuel Catholic College,80.8,162,43,26.54,115.84006959999999,-32.12857818,Non-government,Co-ed,Catholic
2020,58,St Mark's Anglican Community School,80.8,154,113,73.38,115.74287279999999,-31.79848743,Non-government,Co-ed,Anglican
2020,60,Prendiville Catholic College,80.45,159,85,53.46,115.7396844,-31.75468355,Non-government,Co-ed,Catholic
2020,61,Melville Senior High School,80.35,197,92,46.7,115.80546129999999,-32.04631125,Government,Co-ed,Secular
2020,62,Carey Baptist College,80.3,114,69,60.53,115.9355423,-32.11159158,Non-government,Co-ed,Christian
2020,62,Tranby College,80.3,64,27,42.19,115.8002428,-32.340570299999996,Non-government,Co-ed,Uniting
2020,64,Manjimup Senior High School,80.05,100,28,28.0,116.133228,-34.233841999999996,Government,Co-ed,Secular
2020,65,Servite College,80.0,152,67,44.08,115.8336415,-31.90270449,Non-government,Co-ed,Catholic
2020,66,Cape Naturaliste College,79.95,110,35,31.82,115.24388909999999,-33.67693545,Government,Co-ed,Secular
2020,67,Esperance Senior High School,79.9,124,42,33.87,121.86825800000001,-33.86017872,Government,Co-ed,Secular
2020,68,Canning Vale College,79.8,207,82,39.61,115.9227838,-32.08291838,Government,Co-ed,Secular
2020,69,Frederick Irwin Anglican School,79.65,120,92,76.67,115.75308020000001,-32.50869435,Non-government,Co-ed,Anglican
2020,70,St Mary Mackillop College,79.3,97,51,52.58,115.33025090000001,-33.66260748,Non-government,Co-ed,Catholic
2020,71,Bunbury Catholic College,78.95,93,34,36.56,115.6614239,-33.34342203,Non-government,Co-ed,Catholic
2020,71,Lesmurdie Senior High School,78.95,124,44,35.48,116.05164309999999,-32.01252075,Government,Co-ed,Secular
2020,73,Denmark Senior High School,78.9,47,20,42.55,117.3645842,-34.95741408,Government,Co-ed,Secular
2020,74,John Forrest Secondary College,78.7,161,52,32.3,115.90088999999999,-31.90416352,Government,Co-ed,Secular
2020,75,Ashdale Secondary College,78.65,218,84,38.53,115.84149520000001,-31.81162275,Government,Co-ed,Secular
2020,76,Australind Senior High School,78.4,147,35,23.81,115.7284365,-33.27665965,Government,Co-ed,Secular
2020,77,Woodvale Secondary College,77.65,211,100,47.39,115.7994712,-31.79154969,Government,Co-ed,Secular
2020,78,Helena College,77.35,68,62,91.18,116.09143999999999,-31.90747,Government,Co-ed,Secular
2020,79,Bunbury Senior High School,77.3,107,40,37.38,115.63260770000001,-33.32746917,Government,Co-ed,Secular
2020,80,Lake Joondalup Baptist College,77.25,133,85,63.91,115.7614206,-31.73747504,Non-government,Co-ed,Baptist
2020,81,Manea Senior College,77.05,334,90,26.95,115.65679750000001,-33.36775659,Government,Co-ed,Secular
2020,81,Nagle Catholic College,77.05,131,54,41.22,114.60999309999998,-28.77776964,Non-government,Co-ed,Catholic
2020,83,Ocean Reef Senior High School,76.35,143,58,40.56,115.7389749,-31.75879833,Government,Co-ed,Secular
2020,84,Great Southern Grammar,76.05,83,54,65.06,117.9707332,-34.94755539,Non-government,Co-ed,Christian
2020,85,Langford Islamic College,75.9,37,26,70.27,115.9371583,-32.04605574,Non-government,Co-ed,Islam
2020,86,Greenwood College,75.75,125,46,36.8,115.7914439,-31.82628484,Government,Co-ed,Secular
2020,87,Como Secondary College,75.7,126,77,61.11,115.8711551,-32.00366439,Government,Co-ed,Secular
2020,88,Ellenbrook Christian College,75.65,43,22,51.16,115.95917800000001,-31.786783000000003,Non-government,Co-ed,Christian
2020,89,Leeming Senior High School,75.6,147,65,44.22,115.8564902,-32.07467304,Government,Co-ed,Secular
2020,90,Broome Senior High School,75.45,94,36,38.3,122.23232639999999,-17.95614273,Government,Co-ed,Secular
2020,91,Seton Catholic College,75.35,153,60,39.22,115.7933707,-32.07269529,Non-government,Co-ed,Catholic
2020,92,Joseph Banks Secondary College,74.95,203,51,25.12,115.79659109999999,-31.69867412,Government,Co-ed,Secular
2020,93,Kent Street Senior High School,74.65,134,45,33.58,115.8926602,-31.98570399,Government,Co-ed,Secular
2020,93,Swan Christian College,74.65,163,64,39.26,116.01175330000001,-31.85830659,Non-government,Co-ed,Christian
2020,95,Geraldton Grammar School,74.45,42,34,80.95,114.621025,-28.76195313,Non-government,Co-ed,Anglican
2020,96,Lynwood Senior High School,74.35,228,48,21.05,115.91612959999999,-32.04190909,Government,Co-ed,Secular
2020,97,Kolbe Catholic College,74.25,158,65,41.14,115.75397269999999,-32.27997384,Non-government,Co-ed,Catholic
2020,98,Holy Cross College,74.2,83,37,44.58,115.973832,-31.773096999999996,Non-government,Co-ed,Catholic
2020,99,St Brigid's College,73.85,103,61,59.22,116.05206640000002,-31.99663035,Non-government,Girls,Catholic
2020,100,Morley Senior High School,73.7,161,71,44.1,115.8836692,-31.873716899999998,Government,Co-ed,Secular
2020,101,Albany Senior High School,72.8,123,53,43.09,117.8917733,-35.02044765,Government,Co-ed,Secular
2020,102,Australian Islamic College - Kewdale,72.55,131,83,63.36,115.9325273,-31.97999061,Non-government,Co-ed,Islam
2020,102,Belridge Secondary College,72.55,128,39,30.47,115.76317590000001,-31.77038385,Government,Co-ed,Secular
2020,104,Mater Dei College,72.45,129,51,39.53,115.7765193,-31.76466034,Non-government,Co-ed,Catholic
2020,105,Eastern Hills Senior High School,72.2,106,42,39.62,116.2200892,-31.87396818,Government,Co-ed,Secular
2020,106,Aranmore Catholic College,71.95,106,47,44.34,115.8431695,-31.92706854,Non-government,Co-ed,Catholic
2020,107,Kalamunda Senior High School,71.05,137,53,38.69,116.0561861,-31.97788079,Government,Co-ed,Secular
2020,108,John Paul College,71.0,39,31,79.49,121.47871540000001,-30.76410096,Non-government,Co-ed,Catholic
2020,109,Mandurah Baptist College,70.65,121,63,52.07,115.76011820000001,-32.47830702,Non-government,Co-ed,Baptist
2020,110,North Albany Senior High School,70.15,81,40,49.38,117.86686740000002,-34.99074882,Government,Co-ed,Secular
2020,111,Mindarie Senior College,70.1,372,98,26.34,115.7060496,-31.6769792,Non-government,Co-ed,Catholic
2020,112,Halls Head College,69.95,169,38,22.49,115.69424040000001,-32.55444963,Government,Co-ed,Secular
2020,113,Kelmscott Senior High School,69.7,181,55,30.39,116.0110534,-32.12147619,Government,Co-ed,Secular
2020,114,Sevenoaks Senior College,68.95,160,38,23.75,115.94230520000002,-32.01247925,Government,Co-ed,Secular
2020,115,Eastern Goldfields College,68.2,165,41,24.85,121.47537460000001,-30.75101639,Government,Co-ed,Secular
2020,116,Byford Secondary College,68.0,153,33,21.57,116.00187930000001,-32.22343162,Government,Co-ed,Secular
2020,117,Hampton Senior High School,67.15,93,24,25.81,115.92693,-31.89085713,Government,Co-ed,Secular
2020,118,Quinns Baptist College,66.9,91,31,34.07,115.71019640000002,-31.67618587,Non-government,Co-ed,Baptist
2020,119,Ellenbrook Secondary College,66.25,218,42,19.27,115.9642807,-31.78554916,Government,Co-ed,Secular
2020,120,Irene McCormack Catholic College,66.2,104,47,45.19,115.70944899999999,-31.65406275,Non-government,Co-ed,Catholic
2020,121,Southern River College,66.0,113,23,20.35,115.979918,-32.08559751,Government,Co-ed,Secular
2020,122,Lumen Christi College,65.9,157,46,29.3,116.0120135,-32.06737479,Non-government,Co-ed,Catholic
2020,123,Northam Senior High School,65.65,101,23,22.77,116.66764909999999,-31.64725593,Government,Co-ed,Secular
2020,124,Narrogin Senior High School,65.45,90,33,36.67,117.1914239,-32.93810289,Government,Co-ed,Secular
2020,125,Thornlie Senior High School,65.35,146,26,17.81,115.95964099999999,-32.06627622,Government,Co-ed,Secular
2020,126,John Tonkin College,64.6,119,21,17.65,115.756358,-32.51758689,Government,Co-ed,Secular
2020,127,Geraldton Senior High School,64.5,189,27,14.29,114.61170919999999,-28.78068474,Government,Co-ed,Secular
2020,128,Fremantle College,64.25,91,28,30.77,115.76798000000001,-32.06791,Government,Co-ed,Secular
2020,129,Atwell College,64.05,170,49,28.82,115.86414620000001,-32.14395682,Government,Co-ed,Secular
2020,130,Governor Stirling Senior High School,63.8,116,50,43.1,115.98880559999999,-31.88893826,Government,Co-ed,Secular
2020,131,Wanneroo Secondary College,63.35,148,27,18.24,115.81513329999999,-31.7578766,Government,Co-ed,Secular
2020,132,Karratha Senior High School,62.8,118,26,22.03,116.8241249,-20.74695822,Government,Co-ed,Secular
2020,133,Ballajura Community College,62.5,221,80,36.2,115.8934345,-31.84474671,Government,Co-ed,Secular
2020,134,Baldivis Secondary College,60.45,205,41,20.0,115.828418,-32.334099,Government,Co-ed,Secular
2020,135,Balcatta Senior High School,60.4,76,20,26.32,115.8122429,-31.87551716,Government,Co-ed,Secular
2020,136,Safety Bay Senior High School,58.75,115,23,20.0,115.74096409999999,-32.30328609,Government,Co-ed,Secular
2020,137,Darling Range Sports College,52.4,129,44,34.11,116.01085970000001,-31.97566063,Government,Co-ed,Secular
2020,138,Gilmore College,52.25,141,23,16.31,115.814803,-32.238265999999996,Government,Co-ed,Secular
2020,139,Cecil Andrews College,49.85,77,20,25.97,115.9918834,-32.14118727,Government,Co-ed,Secular
